pl_name,hostname,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,discoverymethod,disc_year,st_age,st_teff,st_rad,st_mass,st_met,st_logg,sy_snum,sy_pnum,sy_dist
Kepler-197 d,Kepler-197,1.191,,15.67756112,0.11646,,111.9,Transit,2014,11.48,5945.0,1.16,0.86,-0.4,,2,4,330.575
Kepler-197 d,Kepler-197,,,15.6775466,,,,Transit,2014,,5963.52,1.21,1.09,-0.441,4.31,2,4,330.575
Kepler-197 d,Kepler-197,1.22,,15.677563,0.119,,,Transit,2014,,6004.0,1.12,,,4.3,2,4,330.575
Kepler-197 d,Kepler-197,1.244,,15.67787,,,,Transit,2014,,5963.52,1.21,1.09,-0.441,4.31,2,4,330.575
Kepler-197 d,Kepler-197,1.15,,15.67756112,0.1194,811.0,102.33,Transit,2014,,6004.0,1.12,0.92,-0.38,4.3,2,4,330.575
Kepler-197 d,Kepler-197,1.5,,,,,109.09,Transit,2014,,5945.0,1.17,,,,2,4,330.575
Kepler-197 d,Kepler-197,1.15,,15.67756112,0.1194,811.0,102.33,Transit,2014,,6004.0,1.12,0.92,-0.38,4.3,2,4,330.575
Kepler-197 d,Kepler-197,,,15.67750191,,,,Transit,2014,,5963.52,1.21,1.09,-0.441,4.31,2,4,330.575
Kepler-197 d,Kepler-197,1.15,,15.67756112,0.1194,811.0,102.33,Transit,2014,,6004.0,1.12,0.92,-0.38,4.3,2,4,330.575
K2-183 d,K2-183,2.3,,22.620344,,,,Transit,2018,,5482.0,0.87,,0.09,4.6,1,3,329.041
K2-183 d,K2-183,2.541,,22.629496,,,,Transit,2018,,5482.0,0.87,0.94,0.09,4.6,1,3,329.041
K2-183 d,K2-183,5.2,,22.6302,,,,Transit,2018,,,0.98,,,,1,3,329.041
K2-183 d,K2-183,2.86,,22.631964,0.1527,615.0,,Transit,2018,,5519.0,0.97,0.93,0.09,4.43,1,3,329.041
K2-183 d,K2-183,17.4,,22.634594,,,,Transit,2018,,,0.92,,,,1,3,329.041
K2-187 e,K2-187,2.38,,13.609878,0.1106,698.0,,Transit,2018,,5484.0,0.92,0.98,0.23,4.5,1,4,330.916
K2-187 e,K2-187,2.255,,13.608341,,,,Transit,2018,,5477.0,0.89,0.97,0.26,4.62,1,4,330.916
K2-187 e,K2-187,2.69,,13.60496,,,,Transit,2018,,,0.92,,,,1,4,330.916
K2-187 e,K2-187,1.9,,13.606629,,,,Transit,2018,,5438.0,0.83,,0.0,4.6,1,4,330.916
K2-187 e,K2-187,2.5,,13.608511,,,,Transit,2018,,,0.96,,,,1,4,330.916
K2-187 c,K2-187,1.4,,2.871512,,,,Transit,2018,,5438.0,0.83,,0.0,4.6,1,4,330.916
K2-187 c,K2-187,1.701,,2.871788,,,,Transit,2018,,5477.0,0.89,0.97,0.26,4.62,1,4,330.916
K2-187 c,K2-187,1.8,,2.872042,0.0392,1173.0,,Transit,2018,,5484.0,0.92,0.98,0.23,4.5,1,4,330.916
K2-187 c,K2-187,1.8,,2.871348,,,,Transit,2018,,,0.96,,,,1,4,330.916
K2-187 c,K2-187,1.9,,2.87162,,,,Transit,2018,,,0.92,,,,1,4,330.916
K2-270 b,K2-270,1.5,,1.543041,,,,Transit,2018,,,0.82,,,,1,2,280.518
K2-270 b,K2-270,1.3,,1.543452,,,,Transit,2018,,,0.73,,,,1,2,280.518
K2-270 b,K2-270,1.38,,1.543069,0.0247,1203.0,,Transit,2018,,4877.0,0.77,0.85,0.26,4.59,1,2,280.518
Kepler-184 d,Kepler-184,,,29.02252305,,,,Transit,2014,,5437.21,0.87,0.95,-0.196,4.54,1,3,610.326
Kepler-184 d,Kepler-184,2.416,,29.02235261,0.17668,,18.1,Transit,2014,2.95,5530.0,0.82,0.87,-0.15,,1,3,610.326
Kepler-184 d,Kepler-184,2.53,,29.02235261,0.1765,563.0,23.76,Transit,2014,,5783.0,0.86,0.87,-0.34,4.51,1,3,610.326
Kepler-184 d,Kepler-184,,,29.023,,,,Transit,2014,,,0.86,0.87,,,1,3,610.326
Kepler-184 d,Kepler-184,,,29.02235217,,,,Transit,2014,,5437.21,0.87,0.95,-0.196,4.54,1,3,610.326
Kepler-184 d,Kepler-184,,,29.02231937,,,,Transit,2014,,5437.21,0.87,0.95,-0.196,4.54,1,3,610.326
Kepler-184 d,Kepler-184,2.53,,29.02235261,0.1765,563.0,23.76,Transit,2014,,5783.0,0.86,0.87,-0.34,4.51,1,3,610.326
Kepler-184 d,Kepler-184,2.53,,29.02235261,0.1765,563.0,23.76,Transit,2014,,5783.0,0.86,0.87,-0.34,4.51,1,3,610.326
Kepler-184 d,Kepler-184,2.49,,29.022358,0.179,,,Transit,2014,,5788.0,0.87,,,4.51,1,3,610.326
Kepler-184 d,Kepler-184,2.55,,29.02235217,0.177,559.0,23.06,Transit,2014,,5788.0,0.85,0.88,-0.34,4.52,1,3,610.326
Kepler-184 d,Kepler-184,2.8,,29.02277,0.183,567.0,,Transit,2014,1.7,5817.0,0.89,0.97,,4.52,1,3,610.326
Kepler-184 d,Kepler-184,2.497,,,,,18.56,Transit,2014,,5530.0,0.83,,,,1,3,610.326
Kepler-184 d,Kepler-184,2.8,,29.02235261,,,,Transit,2014,4.47,5699.0,0.96,0.97,0.01,4.47,1,3,610.326
Kepler-257 d,Kepler-257,,,24.66439398,,,,Transit,2014,,4972.0,0.87,0.82,,4.47,1,3,780.256
Kepler-257 d,Kepler-257,4.2,,24.66454,0.15,498.0,,Transit,2014,14.0,5058.0,0.75,0.74,,4.56,1,3,780.256
Kepler-257 d,Kepler-257,5.34,,24.66461416,0.1582,567.0,24.53,Transit,2014,,5188.0,0.97,0.87,0.32,4.4,1,3,780.256
Kepler-257 d,Kepler-257,5.67,,24.66459711,0.1582,568.0,24.53,Transit,2014,,5188.0,0.97,0.87,0.32,4.4,1,3,780.256
Kepler-257 d,Kepler-257,,,24.66461416,,,,Transit,2014,,4972.0,0.87,0.82,,4.47,1,3,780.256
Kepler-257 d,Kepler-257,5.67,,24.66459711,0.1582,568.0,24.53,Transit,2014,,5188.0,0.97,0.87,0.32,4.4,1,3,780.256
Kepler-257 d,Kepler-257,4.95,,24.664551,0.16,,,Transit,2014,,5180.0,1.04,,,4.36,1,3,780.256
Kepler-257 d,Kepler-257,5.67,,24.66459711,0.1582,568.0,24.53,Transit,2014,,5188.0,0.97,0.87,0.32,4.4,1,3,780.256
Kepler-257 d,Kepler-257,,,24.66454505,,,,Transit,2014,,4972.0,0.87,0.82,,4.47,1,3,780.256
Kepler-257 d,Kepler-257,4.664,,24.66459711,0.16109,,15.2,Transit,2014,1.48,5118.0,0.8,0.92,0.4,,1,3,780.256
Kepler-257 d,Kepler-257,4.69,,24.66459711,,,,Transit,2014,4.79,5209.0,0.81,0.85,0.04,4.56,1,3,780.256
K2-280 b,K2-280,8.5,,19.895268,,,,Transit,2018,,,1.45,,,,1,1,391.537
K2-280 b,K2-280,7.5,37.1,19.89526,0.1461,787.0,,Transit,2018,8.96,5500.0,1.28,1.03,0.33,4.21,1,1,391.537
K2-280 b,K2-280,7.67,,19.895202,0.1488,744.0,,Transit,2018,,5742.0,1.28,1.11,0.3,4.26,1,1,391.537
K2-280 b,K2-280,5.555,,19.894641,,,,Transit,2018,,5767.0,1.06,,0.44,4.47,1,1,391.537
K2-280 b,K2-280,8.01,,19.89531,,,,Transit,2018,,,1.37,,,,1,1,391.537
K2-381 c,K2-381,2.058,,16.035054,,,,Transit,2022,,4661.0,0.65,,-0.33,4.66,1,3,145.701
K2-381 c,K2-381,2.05,,16.0343,,,,Transit,2022,,,0.62,,,,1,3,145.701
K2-381 c,K2-381,,,16.0382,,,,Transit,2022,,4710.0,0.62,,,,1,3,145.701
K2-381 c,K2-381,2.0,,16.038474,,,,Transit,2022,,,0.7,,,,1,3,145.701
K2-381 c,K2-381,2.0,,16.034656,,,,Transit,2022,,4473.0,0.68,0.75,-0.244,4.65,1,3,145.701
Kepler-222 c,Kepler-222,4.576,,10.08879697,0.08931,,57.5,Transit,2014,1.17,5315.0,0.8,0.93,0.33,,1,3,758.854
Kepler-222 c,Kepler-222,4.555,,,,,59.08,Transit,2014,,5315.0,0.82,,,,1,3,758.854
Kepler-222 c,Kepler-222,,,10.08879895,,,,Transit,2014,,5154.0,0.85,0.87,,4.52,1,3,758.854
Kepler-222 c,Kepler-222,,,10.08880336,,,,Transit,2014,,5154.0,0.85,0.87,,4.52,1,3,758.854
Kepler-222 c,Kepler-222,4.81,,10.08879697,0.0898,734.0,68.62,Transit,2014,,5431.0,0.84,0.94,0.12,4.56,1,3,758.854
Kepler-222 c,Kepler-222,,,10.08881066,,,,Transit,2014,,5154.0,0.85,0.87,,4.52,1,3,758.854
Kepler-222 c,Kepler-222,4.64,,10.08881,0.091,,,Transit,2014,,5433.0,0.87,,,4.55,1,3,758.854
Kepler-222 c,Kepler-222,4.81,,10.08879697,0.0898,734.0,68.62,Transit,2014,,5431.0,0.84,0.94,0.12,4.56,1,3,758.854
Kepler-222 c,Kepler-222,4.75,,10.08879697,,,,Transit,2014,4.79,5295.0,0.84,0.88,0.05,4.54,1,3,758.854
Kepler-222 c,Kepler-222,4.81,,10.08879697,0.0898,734.0,68.62,Transit,2014,,5431.0,0.84,0.94,0.12,4.56,1,3,758.854
Kepler-222 c,Kepler-222,4.71,,10.08881066,0.0898,734.0,68.62,Transit,2014,,5431.0,0.84,0.94,0.12,4.56,1,3,758.854
Kepler-222 c,Kepler-222,4.4,,10.088813,0.087,694.0,,Transit,2014,0.7,5342.0,0.76,0.86,,4.62,1,3,758.854
HATS-36 b,HATS-36,13.843,1022.14128,4.1752387,0.05425,1356.0,561.0,Transit,2018,0.62,6149.0,1.16,1.22,0.28,4.4,1,1,856.436
HATS-36 b,HATS-36,12.92,,4.175186,0.0523,1203.0,,Transit,2018,,5950.0,1.1,1.1,0.15,4.4,1,1,856.436
HATS-36 b,HATS-36,13.4,,4.175187,,,,Transit,2018,,,1.15,,,,1,1,856.436
HATS-36 b,HATS-36,12.77,,4.175235,,,,Transit,2018,,,1.09,,,,1,1,856.436
Kepler-229 b,Kepler-229,2.2,,6.252972,0.062,,,Transit,2014,,5120.0,0.73,,,4.63,1,3,826.265
Kepler-229 b,Kepler-229,2.288,,6.2529649,0.0619,,72.9,Transit,2014,2.04,5002.0,0.71,0.81,0.06,,1,3,826.265
Kepler-229 b,Kepler-229,2.41,,6.2529649,0.0621,782.0,88.22,Transit,2014,,5126.0,0.74,0.83,-0.12,4.61,1,3,826.265
Kepler-229 b,Kepler-229,2.41,,6.2529649,0.0621,782.0,88.22,Transit,2014,,5126.0,0.74,0.83,-0.12,4.61,1,3,826.265
Kepler-229 b,Kepler-229,2.245,,,,,76.22,Transit,2014,,5002.0,0.72,,,,1,3,826.265
Kepler-229 b,Kepler-229,2.1,,6.252948,0.062,755.0,,Transit,2014,1.1,5099.0,0.7,0.79,,4.65,1,3,826.265
Kepler-229 b,Kepler-229,,,6.25301549,,,,Transit,2014,,4881.0,0.75,0.8,,4.59,1,3,826.265
Kepler-229 b,Kepler-229,2.49,,6.2529649,,,,Transit,2014,4.9,5014.0,0.76,0.8,-0.05,4.59,1,3,826.265
Kepler-229 b,Kepler-229,,,6.25296225,,,,Transit,2014,,4881.0,0.75,0.8,,4.59,1,3,826.265
Kepler-229 b,Kepler-229,2.41,,6.2529649,0.0621,782.0,88.22,Transit,2014,,5126.0,0.74,0.83,-0.12,4.61,1,3,826.265
Kepler-229 b,Kepler-229,,,6.25298062,,,,Transit,2014,,4881.0,0.75,0.8,,4.59,1,3,826.265
Kepler-229 b,Kepler-229,2.65,,6.25296225,0.0617,823.0,108.3,Transit,2014,,5031.0,0.85,0.8,0.16,4.49,1,3,826.265
K2-222 b,K2-222,2.35,8.7,15.38857,0.1206,871.0,96.0,Transit,2018,7.1,5942.0,1.11,0.99,-0.315,,1,1,101.321
K2-222 b,K2-222,2.1,,15.386796,,,,Transit,2018,,,0.96,,,,1,1,101.321
K2-222 b,K2-222,2.39,,15.387063,0.1211,801.0,,Transit,2018,,6058.0,1.09,1.0,-0.21,4.37,1,1,101.321
K2-222 b,K2-222,2.223,,15.388825,,,,Transit,2018,,5934.0,1.04,0.95,-0.3,4.29,1,1,101.321
K2-222 b,K2-222,2.538,,15.38866066,,779.171243749,87.11,Transit,2018,,6101.0,1.06,,,4.45,1,1,101.321
K2-214 b,K2-214,2.43,,8.596802,0.0834,1006.0,,Transit,2018,,5854.0,1.27,1.05,0.05,4.25,1,1,300.64
K2-214 b,K2-214,2.216,,8.596531,,,,Transit,2018,,5768.0,1.12,1.02,0.12,4.27,1,1,300.64
K2-214 b,K2-214,2.5,,8.596724,,,,Transit,2018,,,1.29,,,,1,1,300.64
K2-214 b,K2-214,2.6,,8.59627,,,,Transit,2018,,,1.25,,,,1,1,300.64
K2-220 b,K2-220,2.62,,13.68275,,,,Transit,2018,,,1.06,,,,1,1,233.514
K2-220 b,K2-220,2.39,,13.683256,0.1104,758.0,,Transit,2018,,5660.0,1.02,0.96,0.04,4.4,1,1,233.514
K2-220 b,K2-220,2.215,,13.682511,,,,Transit,2018,,5599.0,0.93,0.96,0.06,4.43,1,1,233.514
K2-220 b,K2-220,2.3,,13.683038,,,,Transit,2018,,,0.99,,,,1,1,233.514
K2-216 b,K2-216,1.75,8.0,2.1748,0.028,1103.0,248.0,Transit,2018,,4503.0,0.72,0.7,0.0,4.57,1,1,115.461
K2-216 b,K2-216,1.63,,2.174829,,,,Transit,2018,,,0.64,,,,1,1,115.461
K2-216 b,K2-216,1.791,,2.1747824,,1013.0,174.94,Transit,2018,,4542.0,0.71,,,4.58,1,1,115.461
K2-216 b,K2-216,1.63,,2.174782,0.0298,992.0,,Transit,2018,,4658.0,0.69,0.74,-0.06,4.63,1,1,115.461
K2-216 b,K2-216,1.7,,2.174769,,,,Transit,2018,,,0.71,,,,1,1,115.461
K2-216 b,K2-216,1.678,,2.174789,,,,Transit,2018,,4591.0,0.67,0.7,-0.18,4.59,1,1,115.461
K2-212 b,K2-212,2.65,,9.795647,,,,Transit,2018,,4349.0,0.68,0.62,,4.72,1,1,109.218
K2-212 b,K2-212,2.393,,9.7954,,,,Transit,2018,,4349.0,0.6,0.62,-0.33,4.72,1,1,109.218
K2-212 b,K2-212,2.824,,9.79565353,,552.138132251,21.96,Transit,2018,,4147.0,0.71,,,4.55,1,1,109.218
K2-212 b,K2-212,2.57,,9.79546,,,,Transit,2018,,,0.65,,,,1,1,109.218
K2-212 b,K2-212,2.6,,9.795546,,,,Transit,2018,,,0.67,,,,1,1,109.218
K2-212 b,K2-212,2.52,,9.79551,0.0785,542.0,,Transit,2018,,4272.0,0.65,0.67,0.03,4.64,1,1,109.218
Kepler-166 c,Kepler-166,2.7,,34.26062,0.198,475.0,,Transit,2014,0.8,5432.0,0.78,0.88,,4.6,1,3,603.53
Kepler-166 c,Kepler-166,,,34.25954112,,,,Transit,2014,,5230.0,0.78,0.89,,4.6,1,3,603.53
Kepler-166 c,Kepler-166,2.41,,34.25951418,0.1937,468.0,11.36,Transit,2014,,5409.0,0.75,0.83,-0.3,4.61,1,3,603.53
Kepler-166 c,Kepler-166,2.49,,34.25951372,0.1931,473.0,11.87,Transit,2014,,5413.0,0.76,0.82,-0.28,4.59,1,3,603.53
Kepler-166 c,Kepler-166,2.38,,34.260281,0.195,,,Transit,2014,,5413.0,0.74,,,4.62,1,3,603.53
Kepler-166 c,Kepler-166,2.532,,34.25951372,0.19263,,10.3,Transit,2014,5.01,5175.0,0.77,0.81,-0.08,,1,3,603.53
Kepler-166 c,Kepler-166,2.49,,34.25951372,0.1931,473.0,11.87,Transit,2014,,5413.0,0.76,0.82,-0.28,4.59,1,3,603.53
Kepler-166 c,Kepler-166,2.49,,34.25951372,0.1931,473.0,11.87,Transit,2014,,5413.0,0.76,0.82,-0.28,4.59,1,3,603.53
Kepler-166 c,Kepler-166,,,34.25951418,,,,Transit,2014,,5230.0,0.78,0.89,,4.6,1,3,603.53
Kepler-166 c,Kepler-166,2.523,,,,,10.51,Transit,2014,,5175.0,0.78,,,,1,3,603.53
Kepler-166 c,Kepler-166,2.73,,34.25951372,,,,Transit,2014,4.47,5350.0,0.83,0.88,-0.03,4.55,1,3,603.53
Kepler-166 c,Kepler-166,,,34.25955106,,,,Transit,2014,,5230.0,0.78,0.89,,4.6,1,3,603.53
K2-151 b,K2-151,1.5,,3.835376,,,,Transit,2018,,,0.45,,,,2,1,69.4798
K2-151 b,K2-151,1.49,,3.835476,0.0373,566.0,,Transit,2018,,3695.0,0.45,0.47,-0.19,4.8,2,1,69.4798
K2-151 b,K2-151,1.054,,3.83553,,,,Transit,2018,,,0.32,,,,2,1,69.4798
K2-151 b,K2-151,1.35,,3.835592,0.0365,,20.8,Transit,2018,,3585.0,0.43,0.44,-0.32,4.82,2,1,69.4798
K2-295 b,K2-295,,,4.02488968,,,,Transit,2018,,4444.0,0.7,0.74,0.14,4.63,1,1,232.801
K2-295 b,K2-295,9.56,,4.0248883,,,,Transit,2018,,,0.67,,,,1,1,232.801
K2-295 b,K2-295,11.679,,4.0248735,,876.0,97.86,Transit,2018,,4492.0,0.75,,,4.52,1,1,232.801
K2-295 b,K2-295,10.3,,4.024881,,,,Transit,2018,,,0.73,,,,1,1,232.801
K2-295 b,K2-295,10.054,106.47305,4.024867,0.0451,852.0,,Transit,2018,,4444.0,0.7,0.74,0.14,4.63,1,1,232.801
K2-282 b,K2-282,2.7,,4.169746,,,,Transit,2018,,,0.93,,,,1,2,496.289
K2-282 b,K2-282,3.19,,4.17032,,,,Transit,2018,,,1.01,,,,1,2,496.289
K2-282 b,K2-282,2.82,,4.169836,0.0499,1057.0,,Transit,2018,,5523.0,0.94,0.95,0.15,4.47,1,2,496.289
K2-282 b,K2-282,2.5,,4.169783,,,,Transit,2018,,5499.0,1.0,,-0.23,4.5,1,2,496.289
K2-283 b,K2-283,3.52,,1.921036,0.0291,1186.0,,Transit,2018,,5060.0,0.82,0.89,0.28,4.56,1,1,402.915
K2-283 b,K2-283,3.8,,1.921076,,,,Transit,2018,,,0.86,,,,1,1,402.915
K2-283 b,K2-283,3.23,,1.921111,,,,Transit,2018,,,0.71,,,,1,1,402.915
K2-281 b,K2-281,8.1,,8.687708,,,,Transit,2018,,,0.75,,,,1,1,458.139
K2-281 b,K2-281,7.36,,8.687812,,,,Transit,2018,,,0.66,,,,1,1,458.139
K2-281 b,K2-281,8.18,,8.687721,0.0773,665.0,,Transit,2018,,4812.0,0.76,0.82,0.22,4.59,1,1,458.139
K2-387 b,K2-387,4.0,,28.735998,,,,Transit,2022,,,0.35,,,,1,1,266.318
K2-387 b,K2-387,8.22,,28.7342,,,,Transit,2022,,,0.66,,,,1,1,266.318
K2-387 b,K2-387,7.322,,28.735327,,,,Transit,2022,,3572.0,0.58,0.57,0.126,4.66,1,1,266.318
Kepler-197 b,Kepler-197,,,5.59934848,,,,Transit,2014,,5963.52,1.21,1.09,-0.441,4.31,2,4,330.575
Kepler-197 b,Kepler-197,1.289,,,,,431.26,Transit,2014,,5945.0,1.17,,,,2,4,330.575
Kepler-197 b,Kepler-197,1.18,,5.59935,0.059,1157.0,,Transit,2014,11.7,5877.0,1.18,0.86,,4.23,2,4,330.575
Kepler-197 b,Kepler-197,1.112,,5.59931973,0.05863,,441.1,Transit,2014,11.48,5945.0,1.16,0.86,-0.4,,2,4,330.575
Kepler-197 b,Kepler-197,1.15,,5.59931973,,,,Transit,2014,5.37,6180.0,1.17,1.01,-0.28,4.3,2,4,330.575
Kepler-197 b,Kepler-197,1.02,,5.599308,0.06,,,Transit,2014,,6004.0,1.12,,,4.3,2,4,330.575
Kepler-197 b,Kepler-197,1.22,,5.59931543,0.0596,1142.0,402.39,Transit,2014,,6003.0,1.11,0.9,-0.38,4.3,2,4,330.575
Kepler-197 b,Kepler-197,1.07,,5.59931973,0.0601,1143.0,403.88,Transit,2014,,6004.0,1.12,0.92,-0.38,4.3,2,4,330.575
Kepler-197 b,Kepler-197,1.112,,5.59931973,0.058617,,,Transit,2014,,,,0.86,,,2,4,330.575
Kepler-197 b,Kepler-197,1.07,,5.59931973,0.0601,1143.0,403.88,Transit,2014,,6004.0,1.12,0.92,-0.38,4.3,2,4,330.575
Kepler-197 b,Kepler-197,,,5.59931543,,,,Transit,2014,,5963.52,1.21,1.09,-0.441,4.31,2,4,330.575
Kepler-197 b,Kepler-197,1.07,,5.59931973,0.0601,1143.0,403.88,Transit,2014,,6004.0,1.12,0.92,-0.38,4.3,2,4,330.575
Kepler-197 b,Kepler-197,1.064,,5.599293,,,,Transit,2014,,5963.52,1.21,1.09,-0.441,4.31,2,4,330.575
K2-156 b,K2-156,1.144,,0.813149,,,,Transit,2018,,4460.0,0.62,0.64,-0.33,4.68,1,1,150.21
K2-156 b,K2-156,1.15,,0.81314,0.0149,1347.0,,Transit,2018,,4597.0,0.66,0.66,-0.25,4.62,1,1,150.21
K2-156 b,K2-156,1.1,,0.813143,,,,Transit,2018,,4460.0,0.62,,-0.33,4.7,1,1,150.21
K2-157 b,K2-157,1.055,,0.365257,,,,Transit,2018,,5456.0,0.88,0.94,0.13,4.55,1,1,298.373
K2-157 b,K2-157,1.0,,0.365261,,,,Transit,2018,,5456.0,0.88,,0.13,4.5,1,1,298.373
K2-158 b,K2-158,2.635,,10.062106,,,,Transit,2018,,5489.0,0.89,0.93,0.07,4.46,1,2,197.299
K2-158 b,K2-158,2.64,,10.06049,0.0887,794.0,,Transit,2018,,5503.0,0.95,0.92,0.07,4.45,1,2,197.299
K2-244 b,K2-244,1.65,,21.070201,,,,Transit,2018,,5728.0,0.89,,-0.2,4.51,1,1,212.902
K2-244 b,K2-244,1.75,,21.06884,0.1418,638.0,,Transit,2018,,5677.0,0.92,0.86,-0.29,4.44,1,1,212.902
Kepler-108 c,Kepler-108,3.4,,190.3134,0.622,306.0,,Transit,2014,8.9,5632.0,0.94,0.89,,4.44,2,2,338.732
Kepler-108 c,Kepler-108,8.18,,190.323494,0.721,,,Transit,2014,,5854.0,2.19,,,3.9,2,2,338.732
Kepler-108 c,Kepler-108,7.8,,190.3216564,,,,Transit,2014,3.89,5824.0,2.11,1.36,0.17,3.92,2,2,338.732
Kepler-108 c,Kepler-108,8.15,,190.3216564,0.7235,449.0,9.65,Transit,2014,,5854.0,2.19,1.38,0.31,3.9,2,2,338.732
Kepler-108 c,Kepler-108,,,190.32180041,,,,Transit,2014,,5584.26,,,0.326,,2,2,338.732
Kepler-108 c,Kepler-108,8.15,,190.3216564,0.7235,449.0,9.65,Transit,2014,,5854.0,2.19,1.38,0.31,3.9,2,2,338.732
Kepler-108 c,Kepler-108,7.78,,190.3200468,0.6972,426.0,7.8,Transit,2014,,5626.0,2.06,1.25,0.36,3.91,2,2,338.732
Kepler-108 c,Kepler-108,8.23,,190.3214,,,,Transit,2014,,5584.26,,,0.326,,2,2,338.732
Kepler-108 c,Kepler-108,,,190.3200468,,,,Transit,2014,,5584.26,,,0.326,,2,2,338.732
Kepler-108 c,Kepler-108,,,190.32084285,,,,Transit,2014,,5584.26,,,0.326,,2,2,338.732
Kepler-108 c,Kepler-108,8.15,,190.3216564,0.7235,449.0,9.65,Transit,2014,,5854.0,2.19,1.38,0.31,3.9,2,2,338.732
K2-159 b,K2-159,2.26,,12.42205,0.1013,684.0,,Transit,2018,,5425.0,0.83,0.9,-0.07,4.56,1,1,170.998
K2-159 b,K2-159,2.208,,12.421078,,,,Transit,2018,,5419.0,0.83,0.89,-0.1,4.57,1,1,170.998
K2-160 b,K2-160,3.178,,3.705871,,,,Transit,2018,,5649.0,0.91,0.98,0.07,4.61,1,1,315.363
K2-161 b,K2-161,6.117,,9.283188,,,,Transit,2018,,4972.0,2.57,0.99,-0.03,3.63,1,1,916.319
K2-162 b,K2-162,1.44,,9.45889,0.0795,631.0,,Transit,2018,,4842.0,0.69,0.75,-0.17,4.63,1,1,124.433
K2-162 b,K2-162,1.486,,9.457747,,,,Transit,2018,,4885.0,0.73,0.78,-0.09,4.71,1,1,124.433
K2-163 b,K2-163,2.466,,6.673117,,,,Transit,2018,,4937.0,0.76,0.83,0.14,4.71,1,1,208.529
K2-165 b,K2-165,1.274,,2.354992,,,,Transit,2018,,5185.0,0.8,0.83,-0.05,4.46,1,3,134.591
K2-165 c,K2-165,1.554,,4.382745,,,,Transit,2018,,5185.0,0.8,0.83,-0.05,4.46,1,3,134.591
K2-165 d,K2-165,2.648,,14.101361,,,,Transit,2018,,5185.0,0.8,0.83,-0.05,4.46,1,3,134.591
K2-165 d,K2-165,3.191,,14.06660141,,629.37630763,37.08,Transit,2018,,5141.67,0.84,,,4.53,1,3,134.591
Kepler-477 b,Kepler-477,2.2,,11.119888,0.09,705.0,,Transit,2016,13.8,5264.0,0.83,0.79,,4.5,2,1,
Kepler-477 b,Kepler-477,1.84,,11.11990653,0.0869,636.0,38.71,Transit,2016,,5074.0,0.7,0.71,-0.38,4.59,2,1,
Kepler-477 b,Kepler-477,1.84,,11.11990653,0.0869,636.0,38.71,Transit,2016,,5074.0,0.7,0.71,-0.38,4.59,2,1,
Kepler-477 b,Kepler-477,1.84,,11.11990653,0.0869,636.0,38.71,Transit,2016,,5074.0,0.7,0.71,-0.38,4.59,2,1,
Kepler-477 b,Kepler-477,,,11.1199158,,,,Transit,2016,,5122.63,0.69,,-0.422,,2,1,
Kepler-477 b,Kepler-477,2.07,,11.11990653,,,,Transit,2016,2.09,5240.0,0.79,0.87,-0.04,4.58,2,1,
Kepler-477 b,Kepler-477,2.08,,11.1199028,0.0911,649.0,42.07,Transit,2016,,5078.0,0.77,0.82,0.0,4.58,2,1,
Kepler-477 b,Kepler-477,,,11.1199028,,,,Transit,2016,,5122.63,0.69,,-0.422,,2,1,
Kepler-108 b,Kepler-108,8.2,,49.18394185,0.2829,669.0,47.4,Transit,2014,,5626.0,2.06,1.25,0.36,3.91,2,2,338.732
Kepler-108 b,Kepler-108,,,49.18394185,,,,Transit,2014,,5584.26,,,0.326,,2,2,338.732
Kepler-108 b,Kepler-108,8.97,,49.18394922,0.2935,706.0,58.63,Transit,2014,,5854.0,2.19,1.38,0.31,3.9,2,2,338.732
Kepler-108 b,Kepler-108,8.65,,49.183921,0.292,,,Transit,2014,,5854.0,2.19,,,3.9,2,2,338.732
Kepler-108 b,Kepler-108,3.9,,49.18431,0.252,480.0,,Transit,2014,8.9,5632.0,0.94,0.89,,4.44,2,2,338.732
Kepler-108 b,Kepler-108,8.97,,49.18394922,0.2935,706.0,58.63,Transit,2014,,5854.0,2.19,1.38,0.31,3.9,2,2,338.732
Kepler-108 b,Kepler-108,8.97,,49.18394922,0.2935,706.0,58.63,Transit,2014,,5854.0,2.19,1.38,0.31,3.9,2,2,338.732
Kepler-108 b,Kepler-108,9.56,,49.18354,,,,Transit,2014,,5584.26,,,0.326,,2,2,338.732
Kepler-108 b,Kepler-108,,,49.18395775,,,,Transit,2014,,5584.26,,,0.326,,2,2,338.732
Kepler-108 b,Kepler-108,8.53,,49.18394922,,,,Transit,2014,3.89,5824.0,2.11,1.36,0.17,3.92,2,2,338.732
EPIC 201595106 b,EPIC 201595106,1.406,,0.877183,,,,Transit,2021,,5705.0,0.93,,-0.01,4.48,1,2,232.1
EPIC 201595106 b,EPIC 201595106,1.565,7.67,0.87724,0.0177,2038.0,2852.0,Transit,2021,6.0,5679.0,0.98,0.96,0.01,4.43,1,2,232.1
EPIC 201595106 b,EPIC 201595106,1.2,,0.87703,,1874.0,,Transit,2021,,5711.17,0.99,1.02,0.018,4.45,1,2,232.1
EPIC 201595106 b,EPIC 201595106,1.3,,0.877214,,,,Transit,2021,,5820.0,0.93,,-0.01,4.6,1,2,232.1
